employee_id,missing_skill,recommended_course,recommended_certification,recommended_project,recommendation_type,priority
556231,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556253,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556372,Digital Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556437,Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556785,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556870,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556870,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556883,Digital Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
556936,Ci/Cd,Continuous Integration & Continuous Deployment with GitHub Actions,DevOps Institute CI/CD Foundation,Architect End-to-End Automated Testing & Deployment Pipeline,DevOps Hands-on,Low
556936,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
557094,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557094,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557318,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557502,Content Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557502,Seo,Technical SEO & Modern Web Visibility Masterclass,Google Analytics & Advanced SEO Certification,Conduct Technical Site Audit and Core Web Vitals Optimization,Digital Marketing,Low
557620,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557620,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557679,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
557755,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557755,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
557824,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
557824,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557824,Quickbooks,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
557958,Incident Response,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558287,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558287,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558641,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558641,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558903,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558903,Quickbooks,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558903,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558991,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
558991,Technical Sourcing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559156,Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559156,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559156,Risk Assessment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559184,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559184,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
559285,Content Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559285,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559289,Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559310,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559358,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559358,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559703,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559703,Statistical Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559703,Tableau,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
559766,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
559971,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560071,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
560071,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560213,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560327,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
560327,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
560327,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
560366,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560397,Conflict Resolution,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560397,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560747,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560747,Seo,Technical SEO & Modern Web Visibility Masterclass,Google Analytics & Advanced SEO Certification,Conduct Technical Site Audit and Core Web Vitals Optimization,Digital Marketing,Low
560911,Ats,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
560911,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561289,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
561289,Tableau,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561393,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561566,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561624,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
561624,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561816,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561816,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561866,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
561866,Quickbooks,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561866,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561927,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
561927,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562237,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562237,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562237,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562245,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562245,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562317,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562317,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562317,Strategic Pitching,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562590,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562590,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562680,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562710,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
562710,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
562750,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
562750,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
562767,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562858,Employee Relations,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562858,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562858,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
562922,Risk Assessment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563173,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
563173,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
563173,Tableau,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563230,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563319,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563319,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563347,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563347,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563347,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563352,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563352,Network Security,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
563624,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
563624,Statistical Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564163,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564163,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564424,Campaign Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564424,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564542,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564969,Docker,Enterprise Containerization with Docker & Kubernetes,Docker Certified Associate (DCA),Containerize Core Microservices and Implement Docker Compose,DevOps Hands-on,Low
564969,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
564969,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
565468,Content Optimization,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
565667,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
565667,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566242,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566242,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566305,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566305,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566589,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
566589,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567306,Backlink Strategy,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567306,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567306,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567358,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567358,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567481,Digital Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567481,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567538,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567538,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567705,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
567830,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568017,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568017,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568048,Conflict Resolution,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568153,Quickbooks,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568326,Docker,Enterprise Containerization with Docker & Kubernetes,Docker Certified Associate (DCA),Containerize Core Microservices and Implement Docker Compose,DevOps Hands-on,Low
568326,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
568508,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568662,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568883,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
568883,Seo,Technical SEO & Modern Web Visibility Masterclass,Google Analytics & Advanced SEO Certification,Conduct Technical Site Audit and Core Web Vitals Optimization,Digital Marketing,Low
569167,Employee Relations,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569167,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569196,Communication,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569196,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569196,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569484,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569817,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569817,Performance Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569924,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
569924,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569945,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569945,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
569945,Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570104,Incident Response,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570184,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570184,Strategic Pitching,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570204,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570393,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570393,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570393,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570523,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570527,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570841,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
570841,Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571266,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571266,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571423,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571585,Network Security,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571585,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
571673,Campaign Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571673,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571695,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
571695,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
572989,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
572989,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
573152,Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573152,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573152,Risk Assessment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573228,Campaign Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573316,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573316,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573316,Kubernetes,Cloud Native Orchestration & Microservices,Certified Kubernetes Administrator (CKA),Deploy Zero-Downtime Multi-Cluster Deployment,Cloud Certification,Low
573370,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573387,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573387,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573521,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573538,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
573766,Backlink Strategy,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573766,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573799,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573858,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573858,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
573858,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
574076,Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
574076,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
574279,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
574279,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
574506,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
574652,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
574652,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
574980,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
575013,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575013,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575441,Ci/Cd,Continuous Integration & Continuous Deployment with GitHub Actions,DevOps Institute CI/CD Foundation,Architect End-to-End Automated Testing & Deployment Pipeline,DevOps Hands-on,Low
575441,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575441,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575830,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
575847,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575847,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575847,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575964,Conflict Resolution,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575964,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
575964,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576078,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576286,Ats,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576286,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576286,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576546,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
576546,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
